country,iso3,yearbirth,durw_lag3,durw_lag2,durw_lag1,durw,durw_lead1,durw_lead2,durw_lead3,ftew_lag3,ftew_lag2,ftew_lag1,ftew,ftew_lead1,ftew_lead2,ftew_lead3,ilow_lag3,ilow_lag2,ilow_lag1,ilow,ilow_lead1,ilow_lead2,ilow_lead3,wrrw_lag1,lfp,gdpcapita,thecapita,phecapita
Nepal,NPL,2008,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.40000009536743,7.40000009536743,7.40000009536743,7.40000009536743,7.40000009536743,7.40000009536743,7.40000009536743,100,75.400002,351.26804,62.212196,25.041609
Philippines,PHL,1998,6,6,8.6,8.6,8.6,8.6,8.6,6,6,8.6,8.6,8.6,8.6,8.6,6,6,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,100,,,,
Philippines,PHL,1999,6,8.6,8.6,8.6,8.6,8.6,8.6,6,8.6,8.6,8.6,8.6,8.6,8.6,6,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,100,38.400002,1037.5746,74.05938,32.737877
Philippines,PHL,2000,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,100,37.599998,1060.55,76.79583,36.5355
Philippines,PHL,2001,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,100,41.400002,1068.5924,73.92025,32.651814
Philippines,PHL,2002,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,100,38.200001,1084.8973,70.980537,28.396734
Philippines,PHL,2003,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,100,38.900002,1116.059,86.717148,34.883087
Philippines,PHL,2004,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,100,38,1167.812,91.623848,37.428787
Philippines,PHL,2005,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,100,36.799999,1200.9382,106.60502,41.822235
Philippines,PHL,2006,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,100,35.700001,1241.5466,112.31482,39.740356
Philippines,PHL,2007,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,100,34.099998,1301.2212,136.42215,47.855015
Philippines,PHL,2008,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,8.60000038146973,100,33.900002,1332.8269,141.86504,45.764
Rwanda,RWA,1998,12,12,12,12,12,12,12,8,8,8,8,8,8,8,12,12,12,12,12,12,12,67,,,,
Rwanda,RWA,1999,12,12,12,12,12,12,12,8,8,8,8,8,8,8,12,12,12,12,12,12,12,67,77.699997,207.97054,24.826069,11.253732
Rwanda,RWA,2000,12,12,12,12,12,12,12,8,8,8,8,8,8,8,12,12,12,12,12,12,12,67,77.099998,210.71291,24.748219,9.6933765
Rwanda,RWA,2001,12,12,12,12,12,12,12,8,8,8,8,8,8,8,12,12,12,12,12,12,12,67,76.400002,219.4537,27.192575,13.291667
Rwanda,RWA,2002,12,12,12,12,12,12,12,8,8,8,8,8,8,8,12,12,12,12,12,12,12,67,75.900002,242.797,29.121096,15.221118
Rwanda,RWA,2003,12,12,12,12,12,12,12,8,8,8,8,8,8,8,12,12,12,12,12,12,12,67,75.5,242.57872,44.402874,23.419416
Rwanda,RWA,2004,12,12,12,12,12,12,12,8,8,8,8,8,8,8,12,12,12,12,12,12,12,67,75.099998,255.83499,47.285603,25.330132
Rwanda,RWA,2005,12,12,12,12,12,12,12,8,8,8,8,8,8,8,12,12,12,12,12,12,12,67,74.900002,273.7471,54.861294,30.966181
Rwanda,RWA,2006,12,12,12,12,12,12,12,8,8,8,8,8,8,7.2,12,12,12,12,12,12,6,67,74.800003,290.0376,92.61113,46.185257
Rwanda,RWA,2007,12,12,12,12,12,12,12,8,8,8,8,8,7.2,7.2,12,12,12,12,12,6,6,67,74.800003,303.77539,91.783478,43.444897
Rwanda,RWA,2008,12,12,12,12,12,12,12,8,8,8,8,7.2,7.2,7.2,12,12,12,12,6,6,6,67,74.900002,327.9422,99.379974,47.692711
Senegal,SEN,1998,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,100,,,,
Senegal,SEN,1999,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,100,53.799999,697.77814,57.520378,21.28237
Senegal,SEN,2000,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,100,53.799999,702.34766,58.672092,21.605383
Senegal,SEN,2001,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,100,53.700001,715.83478,63.867516,23.735012
Senegal,SEN,2002,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,100,53.700001,701.7337,71.18457,27.416918
Senegal,SEN,2003,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,100,53.599998,728.59875,80.460304,31.165771
Senegal,SEN,2004,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,100,53.5,750.90411,90.074234,33.747581
Senegal,SEN,2005,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,100,53.5,771.81708,90.453743,50.061501
Senegal,SEN,2006,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,100,53.5,770.00641,99.88369,56.776649
Senegal,SEN,2007,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,100,53.400002,785.55939,102.80451,57.203144
Senegal,SEN,2008,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,100,53.400002,792.43793,108.38854,58.466061
Tanzania,TZA,1998,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,100,,,,
Tanzania,TZA,1999,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,100,82.099998,297.34854,22.606165,8.4233208
Tanzania,TZA,2000,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,100,82.099998,304.35928,25.258911,10.957087
Tanzania,TZA,2001,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,100,82.099998,314.54691,27.918161,12.689741
Tanzania,TZA,2002,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,100,82.300003,328.52478,28.724524,12.822086
Tanzania,TZA,2003,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,100,82.5,342.04959,33.436836,16.545902
Tanzania,TZA,2004,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,100,82.5,359.03662,33.144062,14.70019
Tanzania,TZA,2005,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,100,82.5,374.99927,41.760132,19.607834
Tanzania,TZA,2006,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,100,82.400002,389.08167,72.699379,42.805172
Tanzania,TZA,2007,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,100,82.099998,404.9783,67.946152,43.598869
Tanzania,TZA,2008,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,100,81.800003,422.44031,68.302345,42.903606
Uganda,UGA,1998,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,100,,,,
Uganda,UGA,1999,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,100,67.199997,268.8107,45.053299,13.770826
Uganda,UGA,2000,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,100,67.300003,268.48682,45.564014,12.23236
Uganda,UGA,2001,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,100,67.300003,273.25955,51.777248,14.150381
Uganda,UGA,2002,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,100,67.300003,287.32571,57.653072,17.030508
Uganda,UGA,2003,4.3,4.3,4.3,4.3,4.3,4.3,12,4.3,4.3,4.3,4.3,4.3,4.3,12,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,12,100,65.599998,295.7233,60.952396,17.884384
Uganda,UGA,2004,4.3,4.3,4.3,4.3,4.3,12,12,4.3,4.3,4.3,4.3,4.3,12,12,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,12,12,100,63.5,305.29138,67.544395,16.45668
Uganda,UGA,2005,4.3,4.3,4.3,4.3,12,12,12,4.3,4.3,4.3,4.3,12,12,12,4.30000019073486,4.30000019073486,4.30000019073486,4.30000019073486,12,12,12,100,61.099998,313.79898,83.560661,20.854094
Uganda,UGA,2006,4.3,4.3,4.3,12,12,12,12,4.3,4.3,4.3,12,12,12,12,4.30000019073486,4.30000019073486,4.30000019073486,12,12,12,12,100,60.799999,336.09842,96.443771,20.904297
Uganda,UGA,2007,4.3,4.3,12,12,12,12,12,4.3,4.3,12,12,12,12,12,4.30000019073486,4.30000019073486,12,12,12,12,12,100,60.5,352.30902,101.91719,19.690809
Uganda,UGA,2008,4.3,12,12,12,12,12,12,4.3,12,12,12,12,12,12,4.30000019073486,12,12,12,12,12,12,100,60.200001,370.33575,103.15752,20.073732
Zimbabwe,ZWE,1998,12.9,12.9,12.9,12.9,12.9,12.9,12.9,9.6,9.6,9.6,9.6,9.6,9.6,9.6,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,75,,,,
Zimbabwe,ZWE,1999,12.9,12.9,12.9,12.9,12.9,12.9,12.9,9.6,9.6,9.6,9.6,9.6,9.6,9.6,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,75,48.299999,703.61224,55.239182,27.033079
Zimbabwe,ZWE,2000,12.9,12.9,12.9,12.9,12.9,12.9,12.9,9.6,9.6,9.6,9.6,9.6,9.6,12.9,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,75,54.599998,675.59991,69.5,36.695999
Zimbabwe,ZWE,2001,12.9,12.9,12.9,12.9,12.9,12.9,12.9,9.6,9.6,9.6,9.6,9.6,12.9,12.9,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,75,60.900002,680.80072,55.957947,21.474436
Zimbabwe,ZWE,2002,12.9,12.9,12.9,12.9,12.9,12.9,12.9,9.6,9.6,9.6,9.6,12.9,12.9,12.9,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,75,66.900002,617.59271,,0
Zimbabwe,ZWE,2003,12.9,12.9,12.9,12.9,12.9,12.9,14,9.6,9.6,9.6,12.9,12.9,12.9,14,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,14,75,72.400002,511.33063,,0
Zimbabwe,ZWE,2004,12.9,12.9,12.9,12.9,12.9,14,14,9.6,9.6,12.9,12.9,12.9,14,14,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,14,14,100,77.400002,480.87814,,0
Zimbabwe,ZWE,2005,12.9,12.9,12.9,12.9,14,14,14,9.6,12.9,12.9,12.9,14,14,14,12.8999996185303,12.8999996185303,12.8999996185303,12.8999996185303,14,14,14,100,77.400002,452.78903,,0
Zimbabwe,ZWE,2006,12.9,12.9,12.9,14,14,14,14,12.9,12.9,12.9,14,14,14,14,12.8999996185303,12.8999996185303,12.8999996185303,14,14,14,14,100,77.300003,436.64447,,0
Zimbabwe,ZWE,2007,12.9,12.9,14,14,14,14,14,12.9,12.9,14,14,14,14,14,12.8999996185303,12.8999996185303,14,14,14,14,14,100,77.300003,420.16898,,0
Zimbabwe,ZWE,2008,12.9,14,14,14,14,14,14,12.9,14,14,14,14,14,14,12.8999996185303,14,14,14,14,14,14,100,77.199997,344.74216,,0
